Name,Ash Name,Icon,Upgrade,Info 1,Info 2,Caption,FP Cost,HP Cost,HP,Defense,Standard Negation,Slash Negation,Strike Negation,Pierce Negation,Magic Negation,Fire Negation,Lightning Negation,Holy Negation,Poison,Rot,Blood,Frost,Sleep,Madness,Death Blight,Upgrade Type,Upgrade Cost,Drop Type,Achievement,NPC ID,ReinforcementSpEffect ID,ID,Ash ID,Icon ID,Sort Group ID,Sort ID
Soldjars of Fortune Ashes +8,Soldjars of Fortune Ashes,#REF!,8,Summons three little living jar spirits,Soldjars of Fortune,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three little living jars.
Summoning consumes HP rather than FP.

These reckless spirits sacrifice themselves to vanquish their summoner's foes, and explode upon death.
Though their bravery is admirable, their explosions can harm friend as well as foe, and they will also immediately explode on contact with fire.

""Tell the others—tell them how brightly a fire jar burns.""",-,135,"2,780",117,10,35,-40,35,0,20,20,20,IMMUNE,IMMUNE,IMMUNE,IMMUNE,187,IMMUNE,IMMUNE,Ashes,1743,1,No,144910200,290008,246008,246,465,10,51908
Soldjars of Fortune Ashes +9,Soldjars of Fortune Ashes,#REF!,9,Summons three little living jar spirits,Soldjars of Fortune,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three little living jars.
Summoning consumes HP rather than FP.

These reckless spirits sacrifice themselves to vanquish their summoner's foes, and explode upon death.
Though their bravery is admirable, their explosions can harm friend as well as foe, and they will also immediately explode on contact with fire.

""Tell the others—tell them how brightly a fire jar burns.""",-,135,"3,327",118,10,35,-40,35,0,20,20,20,IMMUNE,IMMUNE,IMMUNE,IMMUNE,188,IMMUNE,IMMUNE,Ashes,2075,1,No,144910200,290009,246009,246,465,10,51909
Soldjars of Fortune Ashes +10,Soldjars of Fortune Ashes,#REF!,10,Summons three little living jar spirits,Soldjars of Fortune,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three little living jars.
Summoning consumes HP rather than FP.

These reckless spirits sacrifice themselves to vanquish their summoner's foes, and explode upon death.
Though their bravery is admirable, their explosions can harm friend as well as foe, and they will also immediately explode on contact with fire.

""Tell the others—tell them how brightly a fire jar burns.""",-,135,"3,486",120,10,35,-40,35,0,20,20,20,IMMUNE,IMMUNE,IMMUNE,IMMUNE,200,IMMUNE,IMMUNE,Ashes,0,1,No,144910200,290010,246010,246,465,10,51910
Archer Ashes,Archer Ashes,#REF!,0,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,454,100,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,40,IMMUNE,IMMUNE,Ashes,235,1,No,170002000,290000,249000,249,468,20,55000
Archer Ashes +1,Archer Ashes,#REF!,1,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,582,102,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,40,IMMUNE,IMMUNE,Ashes,329,1,No,170002000,290001,249001,249,468,20,55001
Archer Ashes +2,Archer Ashes,#REF!,2,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,823,105,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,41,IMMUNE,IMMUNE,Ashes,423,1,No,170002000,290002,249002,249,468,20,55002
Archer Ashes +3,Archer Ashes,#REF!,3,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"1,029",107,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,517,1,No,170002000,290003,249003,249,468,20,55003
Archer Ashes +4,Archer Ashes,#REF!,4,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"1,092",109,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,611,1,No,170002000,290004,249004,249,468,20,55004
Archer Ashes +5,Archer Ashes,#REF!,5,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"1,220",110,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,705,1,No,170002000,290005,249005,249,468,20,55005
Archer Ashes +6,Archer Ashes,#REF!,6,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"1,476",111,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,43,IMMUNE,IMMUNE,Ashes,799,1,No,170002000,290006,249006,249,468,20,55006
Archer Ashes +7,Archer Ashes,#REF!,7,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"1,873",114,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,43,IMMUNE,IMMUNE,Ashes,893,1,No,170002000,290007,249007,249,468,20,55007
Archer Ashes +8,Archer Ashes,#REF!,8,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"2,490",117,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,44,IMMUNE,IMMUNE,Ashes,987,1,No,170002000,290008,249008,249,468,20,55008
Archer Ashes +9,Archer Ashes,#REF!,9,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"2,980",118,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,44,IMMUNE,IMMUNE,Ashes,1175,1,No,170002000,290009,249009,249,468,20,55009
Archer Ashes +10,Archer Ashes,#REF!,10,Summons three archer spirits,Archers,"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.

Spirits of archers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Their arrows are imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a squadron, firing a hail of arrows in unison at the sound of a war cry.",57,-,"3,121",120,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,47,IMMUNE,IMMUNE,Ashes,0,1,No,170002000,290010,249010,249,468,20,55010
Greatshield Soldier Ashes,Greatshield Soldier Ashes,#REF!,0,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,390,100,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,40,IMMUNE,IMMUNE,Ashes,255,1,No,170001000,290000,248000,248,467,20,55100
Greatshield Soldier Ashes +1,Greatshield Soldier Ashes,#REF!,1,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,500,102,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,40,IMMUNE,IMMUNE,Ashes,357,1,No,170001000,290001,248001,248,467,20,55101
Greatshield Soldier Ashes +2,Greatshield Soldier Ashes,#REF!,2,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,707,105,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,41,IMMUNE,IMMUNE,Ashes,459,1,No,170001000,290002,248002,248,467,20,55102
Greatshield Soldier Ashes +3,Greatshield Soldier Ashes,#REF!,3,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,884,107,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,561,1,No,170001000,290003,248003,248,467,20,55103
Greatshield Soldier Ashes +4,Greatshield Soldier Ashes,#REF!,4,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,938,109,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,663,1,No,170001000,290004,248004,248,467,20,55104
Greatshield Soldier Ashes +5,Greatshield Soldier Ashes,#REF!,5,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"1,048",110,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,42,IMMUNE,IMMUNE,Ashes,765,1,No,170001000,290005,248005,248,467,20,55105
Greatshield Soldier Ashes +6,Greatshield Soldier Ashes,#REF!,6,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"1,268",111,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,43,IMMUNE,IMMUNE,Ashes,867,1,No,170001000,290006,248006,248,467,20,55106
Greatshield Soldier Ashes +7,Greatshield Soldier Ashes,#REF!,7,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"1,609",114,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,43,IMMUNE,IMMUNE,Ashes,969,1,No,170001000,290007,248007,248,467,20,55107
Greatshield Soldier Ashes +8,Greatshield Soldier Ashes,#REF!,8,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"2,139",117,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,44,IMMUNE,IMMUNE,Ashes,1071,1,No,170001000,290008,248008,248,467,20,55108
Greatshield Soldier Ashes +9,Greatshield Soldier Ashes,#REF!,9,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"2,560",118,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,44,IMMUNE,IMMUNE,Ashes,1275,1,No,170001000,290009,248009,248,467,20,55109
Greatshield Soldier Ashes +10,Greatshield Soldier Ashes,#REF!,10,Summons five greatshield soldier spirits,Greatshield Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon five greatshield soldier spirits.

Spirits of greatshield soldiers who belonged to the Fallen Hawks, a band of soldiers that once explored the Eternal City. Stout defenders with a steady guard.
Though their methods are somewhat crude, they work well as a squadron, and will attract the attention of enemies or lob ghostflame from the rearguard.",74,-,"2,681",120,0,-10,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,47,IMMUNE,IMMUNE,Ashes,0,1,No,170001000,290010,248010,248,467,20,55110
Page Ashes,Page Ashes,#REF!,0,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,973,100,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,IMMUNE,IMMUNE,Ashes,800,1,No,137030000,290000,220000,220,128,20,55200
Page Ashes +1,Page Ashes,#REF!,1,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"1,246",102,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,IMMUNE,IMMUNE,Ashes,1120,1,No,137030000,290001,220001,220,128,20,55201
Page Ashes +2,Page Ashes,#REF!,2,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"1,764",105,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,231,IMMUNE,IMMUNE,Ashes,1440,1,No,137030000,290002,220002,220,128,20,55202
Page Ashes +3,Page Ashes,#REF!,3,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"2,205",107,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,235,IMMUNE,IMMUNE,Ashes,1760,1,No,137030000,290003,220003,220,128,20,55203
Page Ashes +4,Page Ashes,#REF!,4,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"2,341",109,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,237,IMMUNE,IMMUNE,Ashes,2080,1,No,137030000,290004,220004,220,128,20,55204
Page Ashes +5,Page Ashes,#REF!,5,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"2,615",110,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,239,IMMUNE,IMMUNE,Ashes,2400,1,No,137030000,290005,220005,220,128,20,55205
Page Ashes +6,Page Ashes,#REF!,6,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"3,162",111,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,241,IMMUNE,IMMUNE,Ashes,2720,1,No,137030000,290006,220006,220,128,20,55206
Page Ashes +7,Page Ashes,#REF!,7,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"4,014",114,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,245,IMMUNE,IMMUNE,Ashes,3040,1,No,137030000,290007,220007,220,128,20,55207
Page Ashes +8,Page Ashes,#REF!,8,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"5,336",117,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,249,IMMUNE,IMMUNE,Ashes,3360,1,No,137030000,290008,220008,220,128,20,55208
Page Ashes +9,Page Ashes,#REF!,9,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"6,386",118,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,251,IMMUNE,IMMUNE,Ashes,4000,1,No,137030000,290009,220009,220,128,20,55209
Page Ashes +10,Page Ashes,#REF!,10,Summons page spirit,Page,"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a page.

Spirit of a page who traveled at the side of the noble he served. Uses a piercing sword and crossbow to defend his master.
One becomes a page merely by accident of being born into obscurity; nothing is asked of ability, talent, or volition.",81,-,"6,689",120,0,0,10,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,267,IMMUNE,IMMUNE,Ashes,0,1,No,137030000,290010,220010,220,128,20,55210
Vulgar Militia Ashes,Vulgar Militia Ashes,#REF!,0,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,518,100,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,IMMUNE,IMMUNE,Ashes,735,1,No,143210000,290000,242000,242,462,20,55300
Vulgar Militia Ashes +1,Vulgar Militia Ashes,#REF!,1,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,664,102,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,IMMUNE,IMMUNE,Ashes,1029,1,No,143210000,290001,242001,242,462,20,55301
Vulgar Militia Ashes +2,Vulgar Militia Ashes,#REF!,2,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,939,105,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,231,IMMUNE,IMMUNE,Ashes,1323,1,No,143210000,290002,242002,242,462,20,55302
Vulgar Militia Ashes +3,Vulgar Militia Ashes,#REF!,3,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"1,174",107,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,235,IMMUNE,IMMUNE,Ashes,1617,1,No,143210000,290003,242003,242,462,20,55303
Vulgar Militia Ashes +4,Vulgar Militia Ashes,#REF!,4,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"1,246",109,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,237,IMMUNE,IMMUNE,Ashes,1911,1,No,143210000,290004,242004,242,462,20,55304
Vulgar Militia Ashes +5,Vulgar Militia Ashes,#REF!,5,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"1,392",110,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,239,IMMUNE,IMMUNE,Ashes,2205,1,No,143210000,290005,242005,242,462,20,55305
Vulgar Militia Ashes +6,Vulgar Militia Ashes,#REF!,6,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"1,684",111,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,241,IMMUNE,IMMUNE,Ashes,2499,1,No,143210000,290006,242006,242,462,20,55306
Vulgar Militia Ashes +7,Vulgar Militia Ashes,#REF!,7,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"2,137",114,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,245,IMMUNE,IMMUNE,Ashes,2793,1,No,143210000,290007,242007,242,462,20,55307
Vulgar Militia Ashes +8,Vulgar Militia Ashes,#REF!,8,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"2,841",117,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,249,IMMUNE,IMMUNE,Ashes,3087,1,No,143210000,290008,242008,242,462,20,55308
Vulgar Militia Ashes +9,Vulgar Militia Ashes,#REF!,9,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"3,400",118,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,251,IMMUNE,IMMUNE,Ashes,3675,1,No,143210000,290009,242009,242,462,20,55309
Vulgar Militia Ashes +10,Vulgar Militia Ashes,#REF!,10,Summons three vulgar militia spirits,Vulgar Militia,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of three vulgar militiamen.

Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents.
In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.",70,-,"3,561",120,0,0,0,-10,0,0,-20,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,267,IMMUNE,IMMUNE,Ashes,0,1,No,143210000,290010,242010,242,462,20,55310
Marionette Soldier Ashes,Marionette Soldier Ashes,#REF!,0,Summons two marionette soldier spirits,Marionette Soldiers,"Ashen remains in which spirits yet dwell.
Use to summon the spirits of two marionette soldiers.

Spirits of marionette soldiers created to serve a sorcerer.
These marionettes are archers, each equipped with a pair of bows.
On the verge of falling apart, they are ill-disciplined and attack without warning.",67,-,563,100,0,10,-10,10,0,-20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Ashes,710,1,No,138500000,290000,225000,225,133,20,55400
